year,domain,category,state,factor,n
2012,economic,teens not attending school,District of Columbia,pct,10
2008,economic,teens not attending school,District of Columbia,rank,0
2009,economic,teens not attending school,District of Columbia,rank,0
2010,economic,teens not attending school,District of Columbia,rank,0
2011,economic,teens not attending school,District of Columbia,rank,0
2012,economic,teens not attending school,District of Columbia,rank,0
2008,economic,spend >30% on housing,Florida,count,1966000
2009,economic,spend >30% on housing,Florida,count,2047000
2010,economic,spend >30% on housing,Florida,count,1961000
2011,economic,spend >30% on housing,Florida,count,1922000
2012,economic,spend >30% on housing,Florida,count,1825000
2008,economic,spend >30% on housing,Florida,pct,49
2009,economic,spend >30% on housing,Florida,pct,50
2010,economic,spend >30% on housing,Florida,pct,49
2011,economic,spend >30% on housing,Florida,pct,48
2012,economic,spend >30% on housing,Florida,pct,46
2008,economic,spend >30% on housing,Florida,rank,48
2009,economic,spend >30% on housing,Florida,rank,49
2010,economic,spend >30% on housing,Florida,rank,49
2011,economic,spend >30% on housing,Florida,rank,48
2012,economic,spend >30% on housing,Florida,rank,48
2008,economic,children in poverty,Florida,count,721000
2009,economic,children in poverty,Florida,count,852000
2010,economic,children in poverty,Florida,count,924000
2011,economic,children in poverty,Florida,count,980000
2012,economic,children in poverty,Florida,count,1001000
2008,economic,children in poverty,Florida,pct,18
2009,economic,children in poverty,Florida,pct,21
2010,economic,children in poverty,Florida,pct,23
2011,economic,children in poverty,Florida,pct,25
2012,economic,children in poverty,Florida,pct,25
2008,economic,children in poverty,Florida,rank,27
2009,economic,children in poverty,Florida,rank,32
2010,economic,children in poverty,Florida,rank,34
2011,economic,children in poverty,Florida,rank,36
2012,economic,children in poverty,Florida,rank,36
2008,economic,parents without full-time employment,Florida,count,1112000
2009,economic,parents without full-time employment,Florida,count,1292000
2010,economic,parents without full-time employment,Florida,count,1377000
2011,economic,parents without full-time employment,Florida,count,1364000
2012,economic,parents without full-time employment,Florida,count,1356000
2008,economic,parents without full-time employment,Florida,pct,28
2009,economic,parents without full-time employment,Florida,pct,32
2010,economic,parents without full-time employment,Florida,pct,34
2011,economic,parents without full-time employment,Florida,pct,34
2012,economic,parents without full-time employment,Florida,pct,34
2008,economic,parents without full-time employment,Florida,rank,26
2009,economic,parents without full-time employment,Florida,rank,30
2010,economic,parents without full-time employment,Florida,rank,30
2011,economic,parents without full-time employment,Florida,rank,33
2012,economic,parents without full-time employment,Florida,rank,37
2008,economic,teens not attending school,Florida,count,91000
2009,economic,teens not attending school,Florida,count,100000
2010,economic,teens not attending school,Florida,count,103000
2011,economic,teens not attending school,Florida,count,93000
2012,economic,teens not attending school,Florida,count,87000
2008,economic,teens not attending school,Florida,pct,10
2009,economic,teens not attending school,Florida,pct,11
2010,economic,teens not attending school,Florida,pct,10
2011,economic,teens not attending school,Florida,pct,9
2012,economic,teens not attending school,Florida,pct,9
2008,economic,teens not attending school,Florida,rank,39
2009,economic,teens not attending school,Florida,rank,40
2010,economic,teens not attending school,Florida,rank,34
2011,economic,teens not attending school,Florida,rank,28
2012,economic,teens not attending school,Florida,rank,30
2008,economic,spend >30% on housing,Georgia,count,940000
2009,economic,spend >30% on housing,Georgia,count,1017000
2010,economic,spend >30% on housing,Georgia,count,1034000
2011,economic,spend >30% on housing,Georgia,count,1004000
2012,economic,spend >30% on housing,Georgia,count,953000
2008,economic,spend >30% on housing,Georgia,pct,37
2009,economic,spend >30% on housing,Georgia,pct,39
2010,economic,spend >30% on housing,Georgia,pct,41
2011,economic,spend >30% on housing,Georgia,pct,40
2012,economic,spend >30% on housing,Georgia,pct,38
2008,economic,spend >30% on housing,Georgia,rank,29
2009,economic,spend >30% on housing,Georgia,rank,32
2010,economic,spend >30% on housing,Georgia,rank,37
2011,economic,spend >30% on housing,Georgia,rank,36
2012,economic,spend >30% on housing,Georgia,rank,37
2008,economic,children in poverty,Georgia,count,502000
2009,economic,children in poverty,Georgia,count,568000
2010,economic,children in poverty,Georgia,count,611000
2011,economic,children in poverty,Georgia,count,647000
2012,economic,children in poverty,Georgia,count,672000
2008,economic,children in poverty,Georgia,pct,20
2009,economic,children in poverty,Georgia,pct,22
2010,economic,children in poverty,Georgia,pct,25
2011,economic,children in poverty,Georgia,pct,26
2012,economic,children in poverty,Georgia,pct,27
2008,economic,children in poverty,Georgia,rank,36
2009,economic,children in poverty,Georgia,rank,35
2010,economic,children in poverty,Georgia,rank,38
2011,economic,children in poverty,Georgia,rank,38
2012,economic,children in poverty,Georgia,rank,42
2008,economic,parents without full-time employment,Georgia,count,719000
2009,economic,parents without full-time employment,Georgia,count,814000
2010,economic,parents without full-time employment,Georgia,count,839000
2011,economic,parents without full-time employment,Georgia,count,866000
2012,economic,parents without full-time employment,Georgia,count,828000
2008,economic,parents without full-time employment,Georgia,pct,28
2009,economic,parents without full-time employment,Georgia,pct,32
2010,economic,parents without full-time employment,Georgia,pct,34
2011,economic,parents without full-time employment,Georgia,pct,35
2012,economic,parents without full-time employment,Georgia,pct,33
2008,economic,parents without full-time employment,Georgia,rank,26
2009,economic,parents without full-time employment,Georgia,rank,30
2010,economic,parents without full-time employment,Georgia,rank,30
2011,economic,parents without full-time employment,Georgia,rank,37
2012,economic,parents without full-time employment,Georgia,rank,31
2008,economic,teens not attending school,Georgia,count,63000
2009,economic,teens not attending school,Georgia,count,69000
2010,economic,teens not attending school,Georgia,count,70000
2011,economic,teens not attending school,Georgia,count,63000
2012,economic,teens not attending school,Georgia,count,62000
2008,economic,teens not attending school,Georgia,pct,11
2009,economic,teens not attending school,Georgia,pct,12
2010,economic,teens not attending school,Georgia,pct,12
2011,economic,teens not attending school,Georgia,pct,11
2012,economic,teens not attending school,Georgia,pct,11
2008,economic,teens not attending school,Georgia,rank,45
2009,economic,teens not attending school,Georgia,rank,45
2010,economic,teens not attending school,Georgia,rank,42
2011,economic,teens not attending school,Georgia,rank,42
2012,economic,teens not attending school,Georgia,rank,45
2008,economic,spend >30% on housing,Hawaii,count,133000
2009,economic,spend >30% on housing,Hawaii,count,143000
2010,economic,spend >30% on housing,Hawaii,count,141000
2011,economic,spend >30% on housing,Hawaii,count,141000
2012,economic,spend >30% on housing,Hawaii,count,139000
2008,economic,spend >30% on housing,Hawaii,pct,47
2009,economic,spend >30% on housing,Hawaii,pct,49
2010,economic,spend >30% on housing,Hawaii,pct,46
2011,economic,spend >30% on housing,Hawaii,pct,46
2012,economic,spend >30% on housing,Hawaii,pct,46
2008,economic,spend >30% on housing,Hawaii,rank,46
2009,economic,spend >30% on housing,Hawaii,rank,48
2010,economic,spend >30% on housing,Hawaii,rank,46
2011,economic,spend >30% on housing,Hawaii,rank,46
2012,economic,spend >30% on housing,Hawaii,rank,48
2008,economic,children in poverty,Hawaii,count,28000
2009,economic,children in poverty,Hawaii,count,39000
2010,economic,children in poverty,Hawaii,count,41000
2011,economic,children in poverty,Hawaii,count,51000
2012,economic,children in poverty,Hawaii,count,51000
2008,economic,children in poverty,Hawaii,pct,10
2009,economic,children in poverty,Hawaii,pct,14
2010,economic,children in poverty,Hawaii,pct,14
2011,economic,children in poverty,Hawaii,pct,17
2012,economic,children in poverty,Hawaii,pct,17
2008,economic,children in poverty,Hawaii,rank,2
2009,economic,children in poverty,Hawaii,rank,11
2010,economic,children in poverty,Hawaii,rank,5
2011,economic,children in poverty,Hawaii,rank,13
2012,economic,children in poverty,Hawaii,rank,13
2008,economic,parents without full-time employment,Hawaii,count,73000
2009,economic,parents without full-time employment,Hawaii,count,86000
2010,economic,parents without full-time employment,Hawaii,count,91000
2011,economic,parents without full-time employment,Hawaii,count,96000
